43.647,-73.452,50.038
96.398,-12.999,93.514
83.42,50.045,94.329
72.532,64.76,97.996
75.456,60.841,103.28
79.195,55.042,107.74
82.263,48.418,113.77
84.623,41.127,119.73
86.835,33.542,123.26
87.92,26.947,126.74
90.716,20.477,131.31
94.244,12.307,135.82
96.774,9.3524,139.69
98.022,5.7549,144.18
98.727,4.1379,145.27
99.606,2.5039,145.95
99.606,2.5039,145.95
99.825,1.6727,146.32
102.13,0.4278,143.24
107.43,-2.7005,136.95
112.88,-5.6786,130.34
119.76,-10.056,123.11
126.62,-15.457,115.95
135.04,-18.787,105.79
142.72,-24.139,98.854
150.3,-28.019,85.609
158.57,-33.706,78.89
164.97,-37.239,69.92
169.79,-39.075,60.896
174.48,-43.245,57.462
178.78,-45.104,57.706
180.03,-47.028,60.598
179.83,-47.782,60.598
179.63,-47.729,60.233
174.59,-46.389,57.673
168.43,-42.494,60.242
160.67,-34.151,63.919
152.34,-23.801,67.494
143.12,-13.227,69.669
132.68,1.2744e-15,74.187
120.58,11.653,77.295
111.84,24.262,80.472
102.88,36.31,86.002
92.57,47.902,87.282
84.851,56.375,89.813
79.34,63.427,91.32
75.811,67.688,93.448
74.118,69.02,94.09
