0
0.22901
0.44908
0.66629
0.88839
1.1091
1.3253
1.5388
1.7531
1.9689
2.1828
2.3967
2.6115
2.8246
3.0391
3.2524
3.4652
3.6777
3.8915
4.1046
4.316
4.5316
4.744
4.958
5.1709
5.3841
5.5962
5.8082
6.0239
6.2368
6.4492
6.6628
6.8745
7.0872
7.3022
7.5151
7.7281
7.9426
8.1559
8.3673
8.583
8.7954
9.0083
9.2251
9.4377
9.65
9.8659
10.077
